Date,Open,High,Low,Close,Volume,Symbol
2025-02-07,231.12335539671392,232.5144614947352,225.81724462416,226.18490600585938,39707200,AAPL
2025-02-10,228.36339787721977,229.3780258753388,226.00584416726187,226.45347595214844,33115600,AAPL
2025-02-11,227.000572314181,233.99362125199642,226.93094812871882,231.3973388671875,53718400,AAPL
2025-02-12,229.98481838871234,235.71455375787428,229.4675472393098,235.62501525878906,45243300,AAPL
2025-02-13,235.66480095549997,241.06625350434595,234.33184765944378,240.26051330566406,53614100,AAPL
2025-02-14,239.98200861865794,244.2594111862318,239.72338062288463,243.3144073486328,40896200,AAPL
2025-02-18,242.86674847770814,243.8913336127375,240.56889220053384,243.18507385253906,48822500,AAPL
2025-02-19,243.37405904734027,244.7169542759842,241.88194311867716,243.58294677734375,32204200,AAPL
2025-02-20,243.65259654249155,245.4829218502696,243.00600383864503,244.5379180908203,32316900,AAPL
2025-02-21,244.65729095432025,247.38289505871285,243.93113206298463,244.2593994140625,53197400,AAPL
2025-02-24,243.64264638435856,247.55199828948733,243.1353323966777,245.80125427246094,51326400,AAPL
2025-02-25,246.69650753214344,248.68599549611233,243.62275227067275,245.74154663085938,48013300,AAPL
2025-02-26,243.04579925662603,243.6923767743236,237.87313357927937,239.09666442871094,44433600,AAPL
2025-02-27,238.15166004001364,241.1856322165831,235.81400561415145,236.05274963378906,41153600,AAPL
2025-02-28,235.70458076540925,240.8175641664438,228.9900589647863,240.56887817382812,56833400,AAPL
2025-03-03,240.51914741730602,242.74737946323825,234.8690087281554,236.77891540527344,47184000,AAPL
2025-03-04,236.46059966619734,238.80819608105105,233.44651142335266,234.68994140625,53798100,AAPL
2025-03-05,234.18263593082168,235.30670153327668,228.0251680036218,234.50096130371094,47227600,AAPL
2025-03-06,233.207802772317,236.60982567864426,231.93453157387603,234.09312438964844,45170400,AAPL
2025-03-07,233.87426828677374,240.10136041796665,233.5261018066448,237.81346130371094,46273600,AAPL
2025-03-10,234.3019970725287,234.91874867921032,223.04150278970278,226.28436279296875,72071200,AAPL
2025-03-11,222.63366659789358,224.65299583409444,216.3070937419303,219.6792755126953,76137400,AAPL
2025-03-12,218.98297955017136,220.5845182605824,213.78047182496684,215.83958435058594,62547500,AAPL
2025-03-13,214.81496040955514,215.70028194858565,207.3245394208188,208.57791137695312,61368300,AAPL
2025-03-14,210.13967261110687,212.8254784087618,208.4784519318959,212.36790466308594,60107600,AAPL
2025-03-17,212.18886826131668,214.08883319534013,208.86642650497433,212.875244140625,48073400,AAPL
2025-03-18,213.0343879953175,214.019174884069,210.3784232206469,211.57211303710938,42432400,AAPL
2025-03-19,213.0940604852241,217.6101915579757,212.6265295918345,214.10870361328125,54385400,AAPL
2025-03-20,212.86527847830126,216.3468825511506,211.10457731145533,212.97470092773438,48862900,AAPL
2025-03-21,210.44804823896536,217.68978368973626,210.16952111998106,217.12278747558594,94127800,AAPL
2025-03-24,219.8384246082871,220.3158974796034,217.4311459430569,219.56983947753906,44299500,AAPL
2025-03-25,219.6096416779903,222.92214108802088,218.92326587520165,222.573974609375,34493600,AAPL
2025-03-26,222.3352199198642,223.83729303324841,219.31120492080973,220.36563110351562,34466100,AAPL
2025-03-27,220.22639996083643,223.80748486169014,219.40076052040095,222.67347717285156,37094800,AAPL
2025-03-28,220.50488863250547,222.63364006926244,216.5358548246797,216.75469970703125,39818600,AAPL
2025-03-31,215.86939419548492,224.43414081005062,215.09349507460487,220.96249389648438,65299300,AAPL
2025-04-01,218.65468232589998,222.50433685640354,217.749461617725,222.0169219970703,36412700,AAPL
2025-04-02,220.15675729790527,224.00641185945875,219.8583310514353,222.71324157714844,35905900,AAPL
2025-04-03,204.4596791341039,206.39944211542388,200.19223396809613,202.12203979492188,103419000,AAPL
2025-04-04,192.87091122900438,198.82943318150367,186.3553350717911,187.38987731933594,125910900,AAPL
2025-04-07,176.26863687444822,193.12954493623218,173.70219548773406,180.50625610351562,160466300,AAPL
2025-04-08,185.71870692843436,189.33957458197378,168.32064359895526,171.51376342773438,120859500,AAPL
2025-04-09,171.04623198001363,199.55559936553783,170.98654976711688,197.8048553466797,184395900,AAPL
2025-04-10,188.07624843340898,193.7562279640405,182.03814529024513,189.4191436767578,121880000,AAPL
2025-04-11,185.12188160037283,198.49122944739574,185.0820833366806,197.10853576660156,87435900,AAPL
2025-04-14,210.32868138530173,211.8207974391945,200.10271391024364,201.45556640625,101352900,AAPL
2025-04-15,200.7990180691496,202.44033954558066,198.74984792281177,201.07754516601562,51343900,AAPL
2025-04-16,197.31743142832593,199.64512887500646,191.35890907242805,193.24893188476562,59732400,AAPL
2025-04-17,196.16351652823,197.78495412822454,193.39812938355274,195.94467163085938,52164700,AAPL
2025-04-21,192.25416731460396,192.78138039340035,188.81234657174457,192.14474487304688,46742500,AAPL
2025-04-22,195.0892017003565,200.53045296496776,194.93999616163734,198.690185546875,52976400,AAPL
2025-04-23,204.91724784553512,206.90673568869565,201.7340703321958,203.5246124267578,52929200,AAPL
2025-04-24,203.81310578126346,207.73239972806866,201.87335793866913,207.27481079101562,47311000,AAPL
2025-04-25,205.2852994626612,208.64753879478604,205.11619481641537,208.1800079345703,38222300,AAPL
2025-04-28,208.89624364686077,210.38835967290976,206.3696005213303,209.03550720214844,38743100,AAPL
2025-04-29,207.59312493762445,211.12446912484504,207.27479957627347,210.09988403320312,36827600,AAPL
2025-04-30,208.19992461631293,212.4574277707069,205.5837430092506,211.3831024169922,52286500,AAPL
2025-05-01,207.98107159612528,213.43226431553572,207.8020097882055,212.19879150390625,57365700,AAPL
2025-05-02,205.00680709347017,205.9020858869881,201.09747008207196,204.2707061767578,101010600,AAPL
2025-05-05,202.0324983774042,203.02724230800965,197.168201163887,197.84461975097656,69018500,AAPL
2025-05-06,197.1682179665783,199.59538061408486,195.98447015970467,197.4666290283203,51216500,AAPL
2025-05-07,198.1231564563361,198.39174158064424,192.23427392267118,195.218505859375,68536700,AAPL
2025-05-08,196.68078271707188,198.99853803284546,193.65675249053749,196.45199584960938,50478900,AAPL
2025-05-09,197.95405738682032,199.48595647897335,196.50172445806652,197.4865264892578,36453900,AAPL
2025-05-12,210.13634313336473,210.435160708662,205.93301745006437,209.95704650878906,63775800,AAPL
2025-05-13,209.59847136477597,212.55673652410627,208.17412935394688,212.08859252929688,51909300,AAPL
2025-05-14,211.59057778761635,213.09462076548897,209.74789716231066,211.49098205566406,49325800,AAPL
2025-05-15,210.11643191755599,212.11849916658366,208.71199985896817,210.6144561767578,45029500,AAPL
2025-05-16,211.52086084946143,211.73003772257164,208.94109887256835,210.42520141601562,54737900,AAPL
2025-05-19,207.0884445111699,208.65223273202483,203.45285841572866,207.9550018310547,46140500,AAPL
2025-05-20,206.84938410987283,207.64622592622177,204.2198167548668,206.04258728027344,42496600,AAPL
2025-05-21,204.35927415345975,206.2218800326306,199.91690624087693,201.29144287109375,59211800,AAPL
2025-05-22,199.91689038506837,201.94882252859867,198.91087172706415,200.56431579589844,46742400,AAPL
2025-05-23,192.9046989896,196.91877297523902,192.6955373289648,194.49838256835938,78432900,AAPL
2025-05-27,197.51641281084125,199.94677348688452,196.64984031499387,199.4188690185547,56288500,AAPL
2025-05-28,199.79736291846774,201.9289060786693,199.11008702875665,199.62803649902344,45339700,AAPL
2025-05-29,202.775557811137,203.00464471322186,197.72558456215265,199.15989685058594,51396800,AAPL
2025-05-30,198.58218796001185,201.16196516975768,196.00242594876025,200.0563507080078,70819900,AAPL
2025-06-02,199.4885975362889,201.3312933884623,199.3292261245183,200.90298461914062,35423300,AAPL
2025-06-03,200.55437033168948,202.96480586317466,200.16591202699755,202.46678161621094,46381600,AAPL
2025-06-04,202.10818013514051,205.42502305946414,201.30138338029005,202.01853942871094,43604000,AAPL
2025-06-05,202.69585814733983,203.94091870107042,199.35908978394463,199.8372039794922,55126100,AAPL
2025-06-06,202.19783403313102,204.8871617909174,201.2515910514923,203.11419677734375,46607700,AAPL
2025-06-09,203.58234611432158,205.18598475848052,199.22961916524454,200.65396118164062,72862600,AAPL
